survid,TOTALWGT,var001,var002,var003,var004,var005,var006,var007,var008,var009,var010,var011,var012,var013,var014,var015,var016,var017,var018,var019,var020,var021,var022,var023,var024,var025,var026,var027,var028,var029,var030,var031,var032,var033,var034,var035,var036,var037,var038,var041,var048,var049,var050,var051,var052,var053,var054,var055,var056,var057,var059,var060,var061,var062,var063,var064,var069,var301,var302,var305,var310,var311
601144,0.82,5,1,2,3,2,3,3,2,2,2,2,2,1,1,,,,10,1,1,1,2,9,2,1,1,35,1,2,8,12,6,1,5,2,7,2,7,1,1,1,2,1,,1,1,1,1,,2,1,2,1,2,3,2,1,2,2,3,2
601146,0.53,4,1,2,1,2,2,3,3,3,3,2,2,1,2,7,,,88,1,2,1,1,25,1,88,3,63,1,3,25,12,6,2,1,2,7,,20,2,1,1,2,2,,2,2,1,1,,2,2,4,1,2,3,1,1,1,1,4,2
601147,0.64,3,1,2,3,2,3,3,2,2,1,3,3,2,,,,,88,1,2,2,3,3,3,2,3,35,1,5,17,12,6,4,1,2,7,1,15,1,1,1,2,1,,1,7,1,1,,2,1,2,1,2,3,2,2,3,2,3,2
601148,0.28,3,1,2,1,2,2,2,3,3,3,2,2,2,,,,,88,1,1,2,2,3,1,88,4,73,1,2,15,12,1,,1,2,7,8,8,2,2,1,2,2,,2,,1,1,,2,3,5,1,2,3,2,1,1,1,3,2
601151,1.01,3,1,2,2,1,2,3,3,3,3,3,2,1,1,,,,3,1,2,1,1,10,2,3,4,21,1,8,888,3,6,1,5,1,7,1,1,2,2,1,2,1,,1,1,1,1,,2,1,1,3,1,1,2,2,1,2,3,2
601152,0.99,2,1,2,2,1,3,4,2,2,2,3,4,1,2,4,12,,3,1,2,3,2,5,1,88,3,26,1,1,888,88,1,,5,2,7,2,3,1,1,1,2,2,,2,3,1,1,,2,1,1,1,1,2,1,2,3,2,4,2
601142,0.47,3,1,2,,2,3,2,2,2,2,2,4,1,2,3,12,4,15,1,,2,3,88,,,4,48,1,3,20,12,,,1,2,7,1,99,1,2,2,2,2,,2,,,1,,2,2,3,1,,,1,2,3,4,4,2
601157,0.37,5,1,2,3,2,2,3,1,2,2,3,3,1,1,,,,10,2,3,3,2,8,1,88,2,55,1,6,16,12,6,1,1,2,7,1,19,1,1,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,2,3,2,3,2
601159,0.47,3,1,2,2,2,1,1,3,3,3,2,4,2,,,,,88,1,1,1,3,30,1,88,4,53,1,5,27,,6,1,1,2,7,3,99,2,2,1,2,2,,2,1,1,1,,2,2,3,1,,,2,1,1,2,5,1
601161,1.38,3,1,1,3,3,3,3,2,2,2,4,3,1,1,,,,10,2,2,2,2,25,2,88,2,64,2,4,10,12,6,2,1,2,7,2,17,1,1,1,1,2,,1,2,1,1,,1,2,4,1,2,3,2,2,3,3,4,1
601164,0.11,11,1,2,4,2,2,3,3,3,3,3,3,2,,,,,3,1,1,1,5,88,,,3,36,1,2,16,12,6,1,1,2,7,1,16,2,1,2,2,2,,2,1,1,1,,2,1,2,1,2,3,2,1,4,1,1,2
601165,0.37,5,1,2,2,2,2,2,2,3,3,3,3,1,1,,,,1,1,2,3,2,12,2,88,4,61,1,1,30,12,6,1,2,2,7,2,12,2,2,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,1,2,1,3,2
601168,1.38,10,1,1,1,2,2,1,3,3,3,3,3,2,,,,,88,1,2,2,3,15,5,5,4,32,2,2,4,12,6,1,1,2,7,1,20,2,2,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,3,1,1,2
601170,0.64,3,1,2,3,2,4,4,3,3,3,2,5,2,,,,,3,1,3,2,3,30,2,10,2,30,1,2,6,12,6,1,6,2,7,1,11,2,1,1,1,1,,1,1,1,1,,2,1,1,1,2,3,2,2,3,1,4,2
601167,0.28,3,1,2,1,1,1,1,3,3,3,2,2,2,,,,,88,1,2,2,2,88,,,4,85,1,1,39,12,4,,2,2,7,1,6,2,2,2,2,2,,2,,1,1,,2,3,5,1,2,3,2,1,2,1,2,2
601175,1.81,3,1,1,1,2,3,2,2,2,3,2,2,2,,,,,3,1,1,1,1,20,2,5,2,34,2,2,12,12,6,1,1,2,7,1,20,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,2,2,3,2
601176,3.08,4,1,1,3,3,3,3,3,3,3,3,4,2,,,,,1,1,2,2,3,4,2,88,4,38,2,4,3,12,5,1,1,1,7,2,14,2,2,1,2,2,2,2,1,1,1,,1,1,2,3,2,3,2,2,4,2,4,2
601177,1.17,6,1,1,3,2,2,2,2,2,2,4,5,2,,,,,10,2,2,3,1,7,3,88,3,55,2,5,31,12,6,1,1,2,7,2,18,1,1,1,2,2,,2,1,1,1,,1,2,4,1,2,3,2,2,3,4,5,2
601180,0.62,10,1,2,2,3,2,3,2,2,2,2,5,2,,,,,5,1,3,2,1,8,4,4,2,51,1,2,27,12,6,3,5,2,7,2,5,1,1,1,2,1,,1,6,2,1,,2,2,3,1,1,2,2,2,3,1,3,2
601181,0.91,3,1,2,3,2,4,4,1,3,1,5,5,2,,,,,20,2,3,3,1,15,1,88,3,29,1,6,1,9,6,2,5,2,6,1,5,1,1,1,2,2,,2,2,1,1,,2,1,1,2,1,1,2,1,5,1,5,2
601183,0.48,3,1,2,2,1,1,1,3,3,3,2,4,1,2,4,23,12,2,2,2,3,2,7,4,6,2,49,1,4,30,12,1,,6,2,7,2,12,2,1,1,2,1,,1,3,1,1,,2,2,3,1,2,3,1,1,2,2,4,2
601184,0.53,4,1,2,2,2,2,2,1,1,1,2,2,1,2,12,,,24,1,2,2,2,88,,,1,53,1,1,30,12,6,1,2,2,7,1,14,1,1,2,2,2,,2,1,1,1,,2,2,3,1,2,3,1,2,2,5,2,2
601185,0.54,4,1,2,2,2,2,2,3,2,2,3,3,2,,,,,88,1,1,1,2,8,3,88,2,61,1,,35,12,6,1,1,2,7,1,18,2,1,1,2,2,,2,1,1,1,,2,2,4,1,,,2,2,2,1,3,2
601186,0.37,4,1,2,2,1,4,4,1,3,3,2,2,1,1,,,,5,2,1,2,4,2,2,88,4,18,1,4,888,2,6,3,5,1,7,2,1,2,2,1,2,2,,2,6,2,1,,2,1,1,3,1,1,2,1,1,3,4,2
601187,0.48,3,1,2,1,1,1,1,3,3,3,1,1,2,,,,,88,1,1,1,2,8,2,2,4,54,1,3,22,12,6,1,1,2,7,2,20,2,2,1,2,1,,1,1,1,1,,2,2,3,1,2,3,2,1,1,1,1,2
601190,2.6,10,1,1,4,2,3,4,2,2,2,2,4,2,,,,,10,1,2,3,1,25,3,4,2,28,2,3,1,6,6,3,5,2,7,2,3,1,1,1,1,1,1,1,6,2,1,,1,1,1,1,1,1,2,1,2,2,4,2
601191,0.7,5,1,1,2,2,2,1,3,3,3,2,4,1,1,,,,88,1,1,3,3,28,2,88,4,45,2,4,20,12,6,1,1,2,7,2,16,2,2,1,1,2,,1,1,1,1,,1,2,3,1,2,3,2,2,2,2,4,2
601061,0.7,5,1,1,1,2,3,3,3,3,3,2,3,1,1,,,,1,1,1,2,2,29,2,2,4,53,2,3,12,12,6,1,1,2,7,1,20,2,2,1,1,1,,1,1,1,1,,1,2,3,1,2,3,2,1,2,1,2,1
601193,0.37,5,1,2,2,2,2,3,3,2,3,2,3,1,1,,,,88,1,1,3,2,4,2,88,3,45,1,5,23,10,6,1,1,2,7,2,20,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,1,1,2,3,2
601194,0.43,6,1,2,2,1,1,1,2,3,3,1,1,2,,,,,1,1,2,2,5,2,1,88,4,32,1,5,28,12,2,,4,2,7,1,10,2,2,1,2,2,,2,4,1,1,,2,1,1,1,1,2,2,1,1,2,2,2
601195,0.79,3,1,1,1,2,1,1,3,3,3,1,2,2,,,,,88,1,1,3,3,26,3,88,2,71,2,2,15,6,1,,6,,7,1,20,2,1,1,1,2,,1,,1,1,,1,3,5,1,2,3,2,1,1,1,,2
601196,0.89,3,1,1,2,3,2,4,3,3,3,3,3,2,,,,,88,1,3,3,3,5,1,88,4,69,2,2,18,11,1,,1,2,,8,99,2,2,1,2,2,,2,,1,1,,1,3,5,,,,2,2,5,1,2,2
601197,0.7,5,1,1,2,2,1,3,3,2,3,3,4,2,,,,,10,1,2,2,2,22,1,88,4,54,2,4,35,12,6,2,1,2,7,2,18,2,2,1,2,2,,2,2,1,1,,1,2,3,1,2,3,2,1,2,3,4,1
601199,1.38,10,1,1,2,1,3,2,3,3,3,1,1,2,,,,,2,1,3,2,1,5,3,1,3,32,2,2,8,12,6,1,6,2,7,1,7,2,1,1,2,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,1,3,3,2
601202,1.18,3,1,2,1,2,2,1,2,2,1,1,2,1,1,,,,7,1,2,3,2,12,4,3,3,31,1,2,4,12,6,1,5,1,7,1,5,1,1,1,2,1,,1,1,1,1,,2,1,1,3,1,2,2,1,2,2,3,2
601203,1,6,1,1,2,2,2,2,3,3,3,3,4,2,,,,,2,1,2,2,2,6,6,3,1,37,2,2,16,12,6,1,1,2,7,1,20,2,1,1,1,1,1,1,1,1,1,,1,1,2,1,2,3,2,2,3,2,3,2
601205,1.38,3,1,1,2,2,3,2,3,3,3,2,4,2,,,,,88,2,2,2,2,24,4,1,3,64,2,2,3,5,6,2,1,2,7,,20,2,1,1,1,1,,1,2,1,1,,1,2,4,1,2,3,2,2,2,1,3,2
601207,0.53,4,1,2,2,3,2,2,2,2,2,5,5,2,,,,,3,2,,2,1,22,2,2,3,53,1,2,28,12,6,2,1,2,7,2,18,1,1,1,2,1,,1,2,1,1,,2,2,3,1,2,3,2,1,4,2,,2
601208,1.13,10,1,1,4,3,,2,1,1,1,5,5,1,2,10,12,4,30,2,3,3,1,12,3,1,3,29,2,3,2,12,6,2,5,2,7,2,5,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,2,1,2,3,4,5,2
601212,0.7,5,1,1,1,2,2,3,3,2,3,3,4,2,,,,,1,2,2,3,4,8,3,1,4,54,2,2,3,12,6,1,1,2,7,2,20,2,2,1,2,1,,1,1,1,1,,1,2,3,1,2,3,2,1,1,2,4,2
601155,0.37,5,1,2,2,1,2,2,2,2,2,3,4,1,1,,,,7,2,1,1,1,2,1,88,2,49,1,3,26,12,6,1,1,2,7,1,20,1,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,2,2,5,2
601210,0.64,3,1,2,2,1,3,4,2,2,3,4,5,1,1,,,,20,1,3,1,1,23,8,10,1,33,1,2,8,12,2,,5,2,7,1,10,2,1,1,1,1,,1,4,1,1,,2,1,1,1,2,3,2,1,2,2,4,2
601214,1.38,3,1,1,3,2,3,2,3,3,3,3,2,1,1,,,,2,1,1,1,1,2,1,88,1,49,2,4,3,6,6,1,1,2,7,2,19,2,1,1,2,2,,2,1,1,1,,1,2,3,1,2,3,2,1,1,1,3,2
601215,1.53,5,1,1,4,3,4,4,1,1,1,3,4,1,2,,,,10,2,2,2,1,30,4,15,1,33,2,2,5,12,6,1,1,2,7,2,15,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,3,1,2,5,4,4,2
601216,1.65,4,1,1,2,2,1,2,3,3,3,2,2,2,,,,,88,1,2,3,5,2,1,88,4,55,2,4,35,12,6,1,1,2,7,1,20,2,2,1,2,2,,2,1,1,1,,1,2,4,1,2,3,2,1,1,1,3,2
601219,1.63,10,1,1,2,2,1,2,3,2,3,2,2,1,1,,,,4,1,2,2,1,3,2,1,4,42,2,2,21,12,6,1,6,2,7,1,14,2,2,1,2,1,,1,1,1,1,,1,2,2,1,2,3,2,1,2,2,4,2
601220,1.65,4,1,1,1,2,3,4,3,3,3,2,3,2,,,,,88,1,1,1,2,20,3,88,3,50,2,3,3,12,6,1,1,2,7,1,20,2,1,1,1,2,,1,1,1,1,,1,2,3,1,2,3,2,2,2,1,3,2
601222,0.48,3,1,2,2,2,1,1,3,2,2,4,4,1,1,,,,2,1,1,3,2,4,2,88,2,45,1,3,17,12,6,1,1,2,7,1,17,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,1,1,1,4,2
601223,0.48,3,1,2,2,2,2,2,3,3,3,3,3,2,,,,,88,2,1,1,2,2,1,88,4,62,1,2,10,8,6,2,1,2,7,3,20,2,2,1,2,2,,2,2,1,1,,2,2,4,1,2,3,2,1,2,1,3,2
601225,1.65,4,1,1,1,1,1,1,3,3,3,2,2,2,,,,,88,1,1,2,3,10,2,88,1,50,2,4,28,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,1,2,3,1,2,3,2,1,1,1,1,2
601232,0.37,5,1,2,2,2,2,2,3,3,3,3,3,2,,,,,88,1,1,3,2,5,2,88,3,53,1,2,29,12,6,1,5,2,7,1,14,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,1,1,3,2
601234,0.48,3,1,2,1,2,2,2,3,3,3,3,2,2,,,,,1,1,1,1,2,88,,,2,56,1,3,10,9,6,1,1,2,7,1,4,2,1,2,2,2,,2,1,1,1,,2,2,4,1,1,2,2,2,1,2,2,2
601235,1.53,5,1,1,3,2,3,3,1,2,1,3,4,2,,,,,10,2,2,2,3,88,,,2,28,2,2,5,12,6,1,6,2,7,1,11,1,1,2,2,2,2,2,1,1,1,,1,1,1,1,2,3,2,2,3,1,3,2
601236,0.53,4,1,2,2,2,3,3,1,2,1,2,2,2,,,,,2,1,2,1,1,5,4,5,1,43,1,3,10,12,6,1,1,2,7,1,17,1,1,1,2,1,,1,1,1,1,,2,2,2,1,2,3,2,1,3,1,5,2
601153,1.53,5,1,1,2,2,2,2,3,3,3,2,2,2,,,,,88,1,1,2,5,4,1,88,4,39,2,4,16,12,6,1,1,2,7,2,20,2,2,1,2,2,2,2,1,1,1,,1,1,2,1,2,3,2,2,2,1,2,2
601237,1.13,10,1,1,4,2,3,3,2,2,1,3,3,2,,,,,1,1,1,3,2,20,3,1,4,29,2,5,888,3,6,1,5,2,7,1,9,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,2,1,2,1,3,2
601238,0.51,5,1,2,1,1,1,3,3,3,3,1,3,1,1,,,,88,1,1,1,1,10,1,2,2,66,1,1,8,12,1,,2,2,7,1,99,2,1,1,2,1,,1,,1,1,,2,3,5,1,,,2,2,1,1,2,2
601239,1.81,3,1,1,1,1,2,2,1,2,2,1,1,1,1,,,,26,1,1,2,2,1,2,88,2,29,2,2,888,8,6,1,1,2,7,1,14,1,1,1,2,2,2,2,1,1,1,,1,1,1,1,2,3,2,1,1,2,2,2
601240,1.06,3,1,2,2,3,4,3,3,3,2,3,3,1,2,17,19,19,1,2,2,2,2,88,,,3,35,1,1,12,12,6,1,5,2,6,1,4,2,1,2,2,2,,2,1,1,1,,2,1,2,2,1,2,1,3,5,3,4,2
601242,2.08,9,1,1,1,2,3,3,3,3,3,3,3,2,,,,,88,2,1,3,1,20,2,88,4,62,2,2,9,12,6,3,1,2,7,3,16,2,2,1,1,2,,1,6,2,1,,1,2,4,1,2,3,2,1,1,1,3,2
601243,0.82,5,1,2,2,2,4,3,2,2,2,3,4,2,,,,,1,1,2,3,2,1,1,88,4,21,1,3,8,3,6,1,5,2,7,1,12,1,2,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,1,3,2,3,2
601244,1.63,10,1,1,3,2,3,3,2,2,3,3,4,1,1,,,,2,1,1,1,1,88,,,1,51,2,1,10,12,6,1,2,2,7,1,10,2,1,2,2,2,,2,1,1,1,,1,2,3,1,2,3,2,1,2,2,4,2
601249,0.63,3,1,2,4,3,4,4,2,1,2,4,5,2,,,,,12,2,2,2,3,88,,,3,19,1,4,13,12,6,3,5,2,7,2,8,1,1,2,2,2,,2,6,2,1,,2,1,1,1,1,2,2,2,4,3,4,1
601247,1.38,3,1,1,2,3,4,4,2,2,2,3,3,1,2,6,4,,10,2,3,3,3,2,1,88,1,49,2,1,2,12,6,3,5,2,7,1,9,1,1,1,2,2,,2,6,2,1,,1,2,3,1,2,3,1,1,5,3,5,2
601256,0.81,5,1,2,1,2,2,2,2,3,3,1,1,1,1,,,,,1,1,1,2,2,3,2,3,56,1,4,28,12,6,1,2,2,5,2,14,2,1,1,2,1,,1,1,1,1,,2,2,4,4,2,3,2,1,1,1,1,2
601257,0.64,3,1,2,2,2,3,3,2,3,3,3,3,1,1,,,,5,2,2,1,1,88,,,1,30,1,1,888,3,2,,5,2,7,1,6,2,1,2,2,2,,2,4,1,1,,2,1,1,1,2,3,2,1,,1,3,2
601258,0.48,3,1,2,2,2,2,2,3,3,3,2,2,2,,,,,1,1,1,1,2,16,2,88,2,63,1,2,42,12,6,1,1,2,7,3,18,2,1,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,2,1,2,4,2
601261,1.01,3,1,2,1,2,2,1,1,3,3,1,1,2,,,,,88,1,1,2,3,88,,,4,20,1,7,888,2,1,,5,1,7,1,5,2,2,2,2,2,,2,3,1,1,,2,1,1,3,1,1,2,1,2,1,1,2
601263,1,6,1,1,1,2,1,3,2,3,3,1,1,2,,,,,88,1,1,2,3,2,4,88,1,28,2,2,7,12,6,3,5,2,7,1,10,2,1,1,2,2,2,2,6,2,1,,1,1,1,1,2,3,2,1,1,1,1,2
601262,0.9,3,1,2,2,2,2,1,2,3,2,3,3,1,2,4,7,4,4,2,2,2,2,20,3,8,2,48,1,3,22,12,5,2,2,1,7,3,8,2,1,1,1,1,,1,2,1,1,,2,2,3,3,1,2,1,1,2,2,5,2
601264,0.7,5,1,1,1,1,2,2,3,3,3,2,3,2,,,,,88,1,1,2,3,20,3,4,3,49,2,4,1,12,6,1,1,2,7,8,20,2,1,1,1,1,,1,1,1,1,,1,2,3,1,2,3,2,1,3,2,2,2
601268,0.67,7,1,2,3,2,4,2,2,3,3,2,2,1,2,4,12,4,3,1,2,3,1,88,,,1,64,1,3,30,5,6,1,5,2,7,1,10,2,1,2,2,2,,2,1,1,1,,2,2,4,1,2,3,1,2,1,2,5,2
601269,0.7,5,1,1,2,2,3,4,3,3,3,3,3,2,,,,,88,2,2,3,3,2,1,88,4,64,2,2,6,6,6,1,1,2,7,1,16,2,2,1,2,2,,2,1,1,1,,1,2,4,1,2,3,2,2,3,1,4,2
601267,0.48,3,1,2,1,2,4,2,,3,2,3,4,2,,,,,5,1,2,2,1,88,,,2,64,1,2,17,12,6,2,1,2,7,1,17,,1,2,2,2,,2,2,1,1,,2,2,4,1,2,3,2,2,2,2,3,2
601271,1.17,6,1,1,3,2,3,3,3,3,3,2,4,2,,,,,88,1,1,3,1,88,,,1,64,2,4,31,12,6,1,1,2,7,1,20,2,1,2,2,2,,2,1,1,1,,1,2,4,1,2,3,2,2,1,1,2,2
601273,0.27,10,1,1,2,2,1,1,3,3,3,1,1,2,,,,,3,1,1,1,4,1,2,3,4,29,2,3,5,5,6,3,5,1,7,2,5,2,2,1,2,1,1,1,6,2,1,,1,1,1,3,1,2,2,1,1,1,1,2
601277,0.64,3,1,2,3,1,4,4,1,1,1,4,4,1,2,11,25,,1,2,2,3,2,5,2,1,2,22,1,2,888,4,6,1,5,2,7,1,9,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,1,2,1,2,5,2
601279,0.7,5,1,1,3,1,2,2,2,2,2,4,4,1,1,,,,10,1,2,3,1,88,,,1,40,2,3,6,12,6,1,5,2,7,,10,1,1,2,2,2,,2,1,1,1,,1,2,2,1,2,3,2,1,1,3,4,2
601272,0.3,10,1,2,1,2,2,2,1,1,3,1,2,2,,,,,2,2,1,2,3,4,3,1,4,24,1,8,888,2,6,2,6,1,7,7,1,1,2,1,2,1,,1,2,1,1,,2,1,1,3,1,1,2,1,1,1,2,2
601278,1.26,5,1,1,2,2,3,3,2,1,1,3,3,2,,,,,88,1,1,1,4,5,2,88,4,40,2,4,1,8,6,1,1,2,12,1,6,1,2,1,2,2,,2,1,1,1,,1,2,2,6,1,2,2,2,2,3,2,2
601281,1.52,3,1,1,2,2,3,4,2,2,2,2,3,2,,,,,88,1,1,1,2,4,3,1,4,25,2,5,888,3,6,1,5,2,7,1,5,1,2,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,3,1,2,2
601284,0.64,10,1,2,1,2,2,3,2,2,2,3,3,1,1,,,,5,1,1,3,2,15,1,2,2,22,1,2,888,1,6,1,5,2,7,1,19,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,1,1,2,2
601286,0.7,11,1,2,1,3,3,1,3,3,3,3,4,2,,,,,88,1,1,1,1,5,2,88,1,66,1,2,40,12,4,,,1,,3,10,2,1,1,2,2,,2,,1,1,,2,3,5,3,2,3,2,2,2,2,3,2
601287,0.7,5,1,1,1,1,2,2,3,3,3,3,3,2,,,,,88,2,1,1,2,30,2,88,4,57,2,2,8,12,6,2,1,2,7,5,20,2,2,1,1,2,,1,2,1,1,,1,2,4,1,2,3,2,1,1,1,2,2
601289,0.37,5,1,2,1,1,2,3,3,3,3,3,2,2,,,,,88,1,1,2,3,4,1,88,4,55,1,4,21,12,6,1,1,2,7,1,20,2,2,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,1,1,1,2,1
601270,0.85,4,1,,1,2,3,3,2,3,2,1,2,2,,,,,1,1,1,1,1,8,3,2,2,53,1,4,30,12,6,3,1,2,7,2,14,2,1,1,2,1,,1,6,2,1,,,2,3,1,2,3,2,,1,1,4,2
601290,1.65,4,1,1,3,1,2,3,3,3,3,2,2,1,1,,,,5,1,1,3,3,30,2,2,1,64,2,3,28,12,6,1,1,2,7,1,20,2,1,1,1,1,,1,1,1,1,,1,2,4,1,2,3,2,1,2,2,3,2
601292,0.66,4,1,2,3,2,2,2,2,3,3,3,3,1,1,,,,2,1,1,2,3,88,,,1,66,1,1,13,12,1,,2,2,7,1,6,2,1,2,2,2,,2,,1,1,,2,3,5,1,2,3,2,2,1,2,3,2
601293,2.07,4,1,1,1,1,1,1,3,3,3,3,3,2,,,,,88,1,1,1,2,88,,,4,67,2,3,888,6,1,,1,2,7,8,20,2,2,2,2,2,,2,,1,1,,1,3,5,1,2,3,2,1,1,1,3,2
601297,2.18,9,1,1,2,1,1,2,3,3,3,1,3,2,,,,,1,1,2,2,1,3,3,3,4,66,2,1,888,88,1,,1,2,7,8,20,2,2,1,2,1,,1,,1,1,,1,3,5,1,2,3,2,1,2,1,2,2
601298,0.48,3,1,2,2,2,1,1,3,3,3,1,2,1,1,,,,1,1,1,1,2,4,2,88,4,53,1,2,2,12,6,1,2,2,7,1,13,2,2,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,1,2,1,2,2
601299,1.27,5,1,1,2,1,3,3,3,3,3,1,1,2,,,,,2,1,2,3,1,8,2,1,2,23,2,3,7,10,6,1,5,2,7,1,6,2,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,2,2,1,3,1,4,2
601300,1.73,4,1,1,3,3,2,3,2,2,3,2,2,2,,,,,8,1,1,2,1,88,,,1,49,2,4,21,12,6,1,1,2,,2,99,2,1,2,2,2,,2,1,1,1,,1,2,3,,,,2,1,3,3,1,2
601305,0.48,3,1,2,3,3,2,2,2,1,2,3,5,2,,,,,3,1,3,2,1,88,,,2,50,1,3,4,6,6,1,1,2,7,2,5,1,1,2,2,2,,2,1,1,1,,2,2,3,1,1,2,2,2,4,1,5,2
601308,0.79,3,1,1,2,1,3,3,3,3,3,1,3,2,,,,,2,1,2,2,2,1,1,88,3,65,2,2,3,2,6,1,1,2,7,2,17,2,1,1,2,2,,2,,1,1,,1,3,5,1,2,3,2,1,1,2,3,2
601306,1.78,3,1,1,1,2,4,3,3,2,2,2,4,1,2,17,6,4,15,1,2,1,1,25,5,15,1,38,2,5,9,12,5,1,5,2,7,1,10,2,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,2,1,1,1,2,4,2
601311,0.46,6,1,2,1,1,2,2,3,3,3,1,2,2,,,,,88,1,2,2,3,5,2,1,4,56,1,1,21,12,6,1,1,2,7,1,12,2,2,1,2,1,,1,1,1,1,,2,2,4,1,2,3,2,2,2,1,3,2
601312,0.48,3,1,2,3,1,4,3,2,3,2,1,2,2,,,,,88,1,,3,3,6,2,88,2,58,1,2,17,4,6,3,1,2,7,1,20,2,1,1,2,2,,2,6,2,1,,2,2,4,1,2,3,2,1,3,1,2,2
601317,0.54,3,1,2,3,3,4,4,1,1,2,2,2,1,2,17,6,4,30,1,1,1,1,88,,,4,36,1,4,888,5,6,3,5,2,7,1,2,1,2,2,2,2,,2,6,2,1,,2,1,2,1,1,1,1,2,4,4,2,2
601320,0.26,4,1,2,3,2,4,4,2,2,3,4,4,2,,,,,2,1,1,1,1,12,1,4,3,25,1,2,1,6,6,1,5,2,7,1,2,2,1,1,2,1,,1,1,1,1,,2,1,1,1,1,1,2,1,1,1,3,2
601316,3.78,6,1,2,2,2,2,2,2,2,2,1,2,1,2,,,,1,1,2,2,3,1,1,1,4,43,1,6,11,11,6,1,1,1,8,1,6,1,2,1,2,1,,1,1,1,1,,2,2,2,3,1,1,1,2,3,3,3,2
601324,0.63,3,1,2,3,2,2,3,2,3,3,2,4,1,1,,,,20,1,2,1,1,8,4,6,1,24,1,5,1,6,6,1,5,2,7,1,7,2,1,1,2,1,,1,1,1,1,,2,1,1,1,1,2,2,1,3,4,3,2
601329,0.67,7,1,2,3,2,3,2,2,3,3,3,3,1,1,,,,2,1,1,2,1,20,4,10,3,40,1,1,13,3,6,4,5,2,7,3,17,2,1,1,1,1,,1,7,1,1,,2,2,2,1,2,3,2,2,2,3,4,2
601325,0.41,5,1,2,1,1,2,2,3,3,3,5,1,1,1,,,,88,1,1,2,1,2,4,2,3,43,1,4,19,12,4,,1,2,7,2,99,2,1,1,2,1,,1,9,1,1,,2,2,2,1,,,2,1,1,1,2,2
601326,0.7,5,1,1,2,2,2,3,2,2,2,2,3,2,,,,,3,1,2,3,1,9,2,88,3,51,2,2,22,12,6,1,5,2,7,1,15,1,1,1,2,2,,2,1,1,1,,1,2,3,1,2,3,2,2,3,2,3,2
601327,1.35,3,1,1,3,2,2,3,1,2,2,2,2,2,,,,,5,1,2,2,1,8,2,88,3,56,2,4,2,12,6,1,2,2,7,2,7,1,1,1,2,2,,2,1,1,1,,1,2,4,1,1,2,2,2,3,1,3,2
601330,0.41,3,1,2,4,3,2,3,3,3,3,5,5,1,1,,,,88,1,2,3,3,88,,,2,45,3,3,20,12,2,,2,2,7,1,1,2,1,2,2,2,,2,4,1,1,,2,2,3,1,1,1,2,3,3,2,5,1
601332,2.87,3,1,1,1,2,3,3,3,3,3,2,3,2,,,,,88,2,2,1,5,5,3,2,2,21,2,6,888,88,5,2,5,1,7,1,1,2,1,1,2,1,1,1,2,1,1,,1,1,1,3,1,1,2,1,3,2,3,2
601336,1.82,10,1,1,2,2,2,3,1,2,1,3,5,2,,,,,10,1,3,3,1,5,2,88,4,71,2,1,21,12,1,,2,2,7,8,12,1,2,1,2,2,,2,,1,1,,1,3,5,1,2,3,2,1,3,1,5,2
601333,0.76,10,1,2,1,2,2,1,2,3,3,2,4,2,,,,,2,1,1,1,1,25,1,88,2,59,1,2,25,12,6,2,1,2,7,2,16,2,1,1,2,2,,2,2,1,1,,2,2,4,1,2,3,2,1,3,1,2,2
601337,0.87,5,1,1,1,2,2,1,3,3,3,3,3,2,,,,,88,1,1,1,3,20,2,88,4,73,2,2,15,12,1,,1,2,7,3,20,2,2,1,1,2,,1,,1,1,,1,3,5,1,2,3,2,2,1,1,3,2
601340,0.54,3,1,2,2,2,2,3,2,1,2,2,2,2,,,,,7,2,2,2,1,20,4,3,2,25,1,5,888,4,5,1,5,2,7,1,5,1,1,1,1,1,,1,1,1,1,,2,1,1,1,1,1,2,2,3,2,3,2
